Age,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalaryBand,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,Very High,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
36,No,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Mid,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
48,No,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,Low,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27,No,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,Low,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
29,No,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,High,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
48,No,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265,Very High,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
29,No,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,Very High,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
34,No,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,Low,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
44,No,0,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,Very High,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
33,No,0,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,High,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19,No,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,Low,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
23,No,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,Low,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
25,Yes,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,Low,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
26,No,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,Low,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
45,Yes,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,Very High,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
55,No,0,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,Very High,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
21,Yes,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,Low,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
46,No,0,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,Very High,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
34,No,0,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,Mid,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
51,No,0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,19847,Very High,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
59,No,0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,Very High,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
34,No,0,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,Mid,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
28,No,0,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,Low,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
44,No,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190,Very High,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
34,No,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,Mid,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
35,No,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,Mid,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
42,No,0,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,Low,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
43,No,0,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,Very High,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
36,No,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,Mid,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
44,Yes,1,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,High,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
28,No,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,Mid,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
51,No,0,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,Low,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
30,No,0,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,Mid,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
29,Yes,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,Mid,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
28,No,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2080,Low,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
25,No,0,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,Low,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
32,No,0,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,High,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
45,No,0,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,Very High,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
39,No,0,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,17123,Very High,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
58,No,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372,Low,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
32,Yes,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,Mid,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
39,Yes,1,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,Mid,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
30,No,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Mid,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
36,No,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,High,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
46,No,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,Mid,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
28,No,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,High,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
50,No,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,16880,Very High,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
40,Yes,1,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,High,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
52,Yes,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,8446,High,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
30,No,0,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,Very High,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
39,No,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,Mid,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
31,No,0,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,High,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
41,No,0,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,High,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
31,Yes,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,Low,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
44,Yes,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,Low,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
42,No,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,37,3,4,Manager,3,Married,17861,Very High,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
55,No,0,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,19187,Very High,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
56,No,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,99,3,5,Manager,2,Single,19717,Very High,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7
40,No,0,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,Mid,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
34,No,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,High,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
40,No,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single,4661,Mid,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
41,No,0,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,Mid,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7
35,No,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,Mid,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1
51,No,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,14026,Very High,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
38,No,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,High,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
34,No,0,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,High,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
25,No,0,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,Mid,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
58,Yes,1,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008,Very High,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
40,No,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,Low,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
36,No,0,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,Mid,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
48,No,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898,High,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
27,No,0,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,Low,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
51,No,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,82,2,4,Manufacturing Director,2,Single,13142,Very High,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
18,No,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611,Low,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
35,No,0,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,Mid,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
27,No,0,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,Mid,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0
55,Yes,1,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,4,4,Sales Executive,3,Single,13695,Very High,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8
56,No,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,Male,68,3,4,Manufacturing Director,2,Married,13402,Very High,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
34,No,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced,2029,Low,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0
40,No,0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,High,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8
34,No,0,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429,Mid,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
31,Yes,1,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,Low,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
35,Yes,1,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,Mid,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
38,No,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,Low,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
34,No,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,High,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
28,No,0,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,Mid,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
31,Yes,1,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,High,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
39,No,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,High,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
51,No,0,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,Very High,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
41,No,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467,Mid,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
37,No,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Low,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
33,No,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married,9998,High,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2
32,No,0,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,4078,Mid,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
39,No,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,Very High,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
25,No,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,High,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
52,No,0,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,Married,13247,Very High,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2
43,No,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,Mid,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
27,No,0,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,Mid,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
27,Yes,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,Low,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
26,No,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,Mid,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
42,No,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married,16799,Very High,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
52,No,0,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,Low,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4
37,No,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Mid,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
35,No,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,High,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
25,No,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,Mid,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
26,No,0,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,Mid,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
29,No,0,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,High,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
49,Yes,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,Mid,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
29,Yes,1,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,High,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
54,No,0,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,4,Female,54,3,4,Research Director,4,Single,17328,Very High,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
58,No,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married,19701,Very High,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
55,No,0,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,14732,Very High,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
36,No,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,High,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
31,Yes,1,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,Low,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
30,No,0,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,Mid,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
31,No,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,Very High,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
34,No,0,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,Low,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
31,Yes,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,Low,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
27,No,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,Low,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
36,No,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,Mid,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
36,No,0,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,Mid,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
47,No,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,3420,Mid,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
25,Yes,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,Mid,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
37,No,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Mid,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
56,No,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,2066,Low,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
47,No,0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,17169,Very High,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
24,No,0,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,4162,Mid,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
32,No,0,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,97,3,2,Sales Executive,4,Married,9204,High,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3
34,No,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,Mid,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
41,No,0,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married,2127,Low,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
40,No,0,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,Mid,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7
31,No,0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,Very High,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
46,Yes,1,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,Very High,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
